id,title,avg_rate,geek_rate,num_votes
12102,Olsen,4.05,N/A,11
12103,Gagline,5.60,N/A,5
12104,Run to Win,N/A,N/A,N/A
12105,Full Thrust Fleet Book: Volume 1 (Warships of the Major Powers – 2183),7.62,5.687,93
12106,Run Off,4.58,N/A,6
12107,More Thrust: The Full Thrust Supplement,7.29,5.642,82
12108,Runebound: Shadows of Margath (First Edition),6.47,5.676,225
12109,Silverstone Grand Prix,5.00,N/A,3
12110,Slik Move,5.62,N/A,4
12111,Grand National,7.33,N/A,29
12112,The Last Blitzkrieg,5.67,N/A,3
12113,"White Steel, Red Blood",5.50,N/A,2
12114,Go For Gold,5.67,N/A,3
12115,Panzers Along the Terek,7.14,N/A,7
12116,Army Group North 1944,4.58,N/A,3
12117,Death & Destruction: The Iran-Iraq War,6.10,N/A,5
12118,The SS Abyss: Hungary 1945,7.12,N/A,12
12119,Tank Action in the Russian Civil War 1919,6.00,N/A,1
12121,Ins & Outs,4.17,N/A,6
12122,Run,6.00,N/A,9
12123,18FR,7.01,N/A,19
12124,Länderbahnen,6.11,N/A,7
12125,Länderbahnen Expansion Set,6.50,N/A,2
12126,18NL,7.41,N/A,27
12127,"Crouching Hamster, Hidden Translation",3.64,N/A,7
12128,Giant Monster Rampage 2: World War,7.61,N/A,14
12132,The Trojan War,3.80,N/A,4
12133,"Last Battles: East Prussia, 1945",5.42,N/A,27
12136,Tisby,7.40,N/A,14
12138,Boxscorepad Baseball,N/A,N/A,N/A
12143,Français,N/A,N/A,N/A
12144,Pigskin,5.00,N/A,5
12145,The Dice of Wrath,5.38,N/A,8
12147,Murder Mystery Party: Stayin' Alive,6.00,N/A,1
12148,Rhyme or Reason,N/A,N/A,N/A
12149,All My Children Fact or Fantasy Question Card Game,2.00,N/A,1
12150,Watergate,N/A,N/A,N/A
12151,Treasure Hunters,N/A,N/A,N/A
12152,Twenty Fives,5.08,N/A,6
12153,Alak,4.97,N/A,15
12154,Murder à la carte: Lethal Luau,7.08,N/A,10
12155,Imposter!,4.90,N/A,12
12156,Name Dropper,5.75,N/A,4
12158,Aboculis,7.25,N/A,2
12159,Adversary,N/A,N/A,N/A
12161,Dinner Games: Honky Tonk Homicide,5.25,N/A,4
12162,UNO Blitzo,5.37,N/A,23
12163,Blitzkrieg Module System,7.02,N/A,29
12164,Volgende patiënt,6.00,N/A,1
12165,Professor Noggin's First Peoples of North America Card Game,6.33,N/A,3
12167,Das Isses!,5.64,N/A,18
12170,Spongebob Squarepants Big Easy Game,3.00,N/A,1
12173,Battle of Maiwand,8.00,N/A,1
12174,Super Striker,6.19,N/A,16
12175,Trivial Pursuit: TV,5.50,N/A,8
12176,Nautical Pursuit,N/A,N/A,N/A
12177,13: Assassin Collector Card Game,3.50,N/A,1
12178,Air War Update Kit,5.28,5.492,32
12179,UNO: Shrek 2,5.38,N/A,13
12180,UNO: Ren and Stimpy,4.83,N/A,6
12181,Football Fever,7.70,N/A,27
12182,Brett Ball,4.42,N/A,6
12183,Pan-Kai,6.23,N/A,11
12184,Gray Matter,5.60,N/A,10
12185,Who Do You Do?,6.00,N/A,1
12186,eenie meenie minie moe,4.67,N/A,3
12187,Secret Sound,2.60,N/A,5
12190,Strip Checkers,2.75,N/A,2
12193,UNO: Hulk,5.40,N/A,10
12195,Drive on Leningrad,6.00,N/A,2
12196,St. George's Valour,5.67,N/A,12
12197,Beer and Pretzels Skirmish (BAPS),6.20,N/A,5
12198,Thunderbirds International Rescue Game,4.36,N/A,16
12199,Warriors: Dragon Hordes Expansion,5.33,5.455,241
12201,Animotrax,3.00,N/A,1
12202,Battle of the Atlantic,6.42,N/A,23
12203,Taxi Driver,5.36,N/A,5
12204,Trivial Pursuit: The Year in Review – Questions about 1993,4.80,N/A,13
12206,Space Race,5.08,N/A,28
12208,BabeQuest,5.65,N/A,10
12209,The Blop Game,7.90,N/A,1
12210,Poppin' Hoppies,6.13,N/A,11
12212,Card Sharks,6.42,N/A,13
12213,Conjecture: the Hilarious Sculpting Game,5.67,N/A,12
12214,Pictionary: NASCAR Edition,5.00,N/A,1
12215,Europa-Post,4.00,N/A,3
12216,Rumble,4.33,N/A,3
12217,Courtyard,5.47,N/A,21
12219,Tyre,6.33,N/A,15
12220,Regular Golf,N/A,N/A,N/A
12221,Spider-Man Web Launch Game,N/A,N/A,N/A
12222,Ancients: Thapsos & Alexandria,5.95,N/A,24
12223,UNO: Sesame Street,4.56,N/A,16
12224,'Nam Diary,5.62,N/A,12
12225,UNO: Muppets,4.92,N/A,24
12226,Minestrone,5.94,N/A,25
12227,UNO: Care Bears,4.56,N/A,9
12228,UNO: X Games,5.71,N/A,7
12229,Trivial Pursuit: The Year in Review – Questions about 1992,4.00,N/A,13
12230,Acre,5.76,N/A,17
12231,Scavenger Spree,N/A,N/A,N/A
12232,Wall Street Spin,5.50,N/A,2
12233,Warhammer Battle Magic,6.09,5.578,121
12235,Great Women: Foremothers,N/A,N/A,N/A
12236,Cargoes,4.75,N/A,12
12238,Switch 16,4.46,N/A,23
12239,Redline Korea,5.61,N/A,17
12240,Scirmish,6.14,N/A,7
12241,Signal Close Action,7.73,N/A,13
12242,Bluffers Beware,7.50,N/A,2
12244,Word Trek,4.25,N/A,2
12245,Trap Surprise,3.00,N/A,2
12246,"Up Against The Wall, Mother****er!",4.38,N/A,8
12247,Monopoly: NHL Original Six,5.42,N/A,12
12249,Watch Word,6.00,N/A,1
12250,Rummel Bummel,5.50,N/A,2
12254,Brace,5.00,N/A,2
12255,Megallo,4.00,N/A,6
12256,Throw a Fit,N/A,N/A,N/A
12257,Overpass,6.00,N/A,2
12258,Gallop,1.00,N/A,1
12259,More or Less,7.00,N/A,1
12260,Lemma,6.00,N/A,5
12261,Colormaze,5.33,N/A,3
12262,Radmühle,6.17,N/A,6
12264,Tour of London,4.19,N/A,6
12265,Four Sight,5.67,N/A,12
12268,Voltron: Defender of the Universe,4.17,N/A,6
12269,Manassas,8.13,N/A,26
12271,David Leadbetter's Golf Game,N/A,N/A,N/A
12273,The Long March,5.00,N/A,1
12275,Arms Race,4.00,N/A,3
12277,It,N/A,N/A,N/A
12278,Megalomania,3.20,N/A,5
12279,Rally,5.62,N/A,20
12280,Geistesblitz,6.07,N/A,28
12284,Crash Cribbage,5.50,N/A,2
12286,Hühnerpfanne,5.64,N/A,7
12287,Knapp daneben,6.77,N/A,18
12288,Die Midromis,7.00,N/A,1
12290,Mio!,4.97,N/A,20
12293,Stop Press,7.25,N/A,4
12294,Game of Boom or Bust,5.89,N/A,9
12295,Captain Scarlet and the Mysterons Adventure Game,4.12,N/A,14
12297,UFO Target,5.00,N/A,1
12298,Privilege,N/A,N/A,N/A
12300,Twordy,N/A,N/A,N/A
12301,Doubles Chess,6.00,N/A,14
12302,Anagram Poker,N/A,N/A,N/A
12303,Dunkerque: 1940,6.85,N/A,10
12305,Scalino,6.65,N/A,17
12306,DisX,6.36,N/A,21
12307,Stingray,8.00,N/A,1
12308,Towers in Time,3.22,N/A,25
12310,Space Dominos,N/A,N/A,N/A
12311,Roup,5.00,N/A,1
12312,Take It or Leave It,N/A,N/A,N/A
12313,GWAR Rumble In Antarctica Miniatures Rules,7.75,N/A,6
12314,Newmarket,4.12,N/A,20
12315,Jimmy the Greek Odds Maker Poker-Dice,6.00,N/A,1
12316,Sky My Husband,5.06,N/A,24
12320,Ice Breakers to the Rescue,6.33,N/A,6
12321,Archipel,5.58,N/A,14
12322,Nexus,N/A,N/A,N/A
12323,Strike it Rich,N/A,N/A,N/A
12324,Spooks: The Haunting Mystery Game,5.50,N/A,8
12326,Sumo Basho,5.75,N/A,4
12327,Babelation,N/A,N/A,N/A
12328,Sqwurm,4.43,N/A,7
12329,Voyage to Cipangu,6.55,N/A,11
12330,The Lion King Matching Game,7.00,N/A,1
12331,Moose Quest,6.10,N/A,13
12332,Zorro: The Fight Against Alcalde,6.00,N/A,5
12334,Leftovers,6.09,N/A,14
12335,Operation Market Garden,5.81,N/A,8
12336,"Bitter End: A Relief of the Besieged City, 1945",7.62,N/A,25
12337,"Kasserine: The Baptism of Fire, February 1943",3.55,N/A,11
12339,Alchimech,5.58,N/A,6
12340,The Sopranos Trivia Game,3.80,N/A,15
12341,Amen,4.20,N/A,5
12342,Hunchback of Notre Dame Activity Card Game,4.50,N/A,2
12343,Trivial Pursuit: Welcome to America Edition,4.20,N/A,10
12344,Satanix,4.20,N/A,5
12345,Lifestyles of the Rich and Famous: The Game,5.00,N/A,7
12347,Quintagon,3.78,N/A,9
12348,Twistgammon,5.44,N/A,14
12349,Trillõn,4.69,N/A,16
12351,Truth? or Fib?,6.83,N/A,9
12353,Professor Fitz Amazing Inventions: A Game of Innovation and Chance,5.67,N/A,3
12354,Profi-Cross,4.00,N/A,1
12356,Dreadnoughts & Battlecruisers,6.56,N/A,9
12358,Himmel und Hölle,4.25,N/A,2
12359,Schieberbande,6.25,N/A,2
12360,Kanto,5.84,N/A,8
12361,Overdrive Arena,6.19,N/A,8
12362,Anvil-Dragoon: The Second D-Day,4.75,N/A,10
12363,Spit It Out!,7.00,N/A,6
12364,Tennis Open,3.50,N/A,2
12366,Trivial Pursuit Mini Pack: The Good Life,4.60,N/A,5
12368,APBA Professional Bowling,5.49,N/A,11
12370,Maya Code,4.50,N/A,4
12371,Tail End,5.43,N/A,7
12373,Oxford By Degrees,3.96,N/A,12
12374,Sidewinder,7.00,N/A,3
12375,Duckula,4.50,N/A,2
12376,Italian Campaign: Sicily to the Alps,7.38,N/A,8
12377,The Ultimate Baseball Trivia Board Game,4.88,N/A,4
12378,Geografacts,5.26,N/A,23
12379,The Great War in the East: 1914-1918 (second edition),6.46,N/A,13
12381,Quiz 1000,N/A,N/A,N/A
12382,Puerto Rico: Expansion I – New Buildings,7.55,6.976,2448
12383,BattleBots,6.00,N/A,3
12384,Acies,6.00,N/A,3
12385,Bladestorm,6.15,N/A,23
12387,Operation Badr,5.70,N/A,15
12388,Boob Tube,4.62,N/A,4
12389,Trivial Pursuit: Biographies Edition,4.20,N/A,5
12390,The Young Reader's Bible Trivia Game,4.00,N/A,1
12391,Iron Dragon Extensions,6.78,N/A,15
12392,Murder Mystery Party: The Icicle Twist,5.60,N/A,5
12393,Nationwide,3.67,N/A,3
12394,Beyond 2000,4.50,N/A,5
12395,Portaaviones,4.89,N/A,18
12396,The Dating Game,5.00,N/A,1
12397,To Tell the Truth,6.60,N/A,2
12398,Yours for a Song,N/A,N/A,N/A
12399,Two for the Money,5.33,N/A,3
12400,I've got a Secret,7.00,N/A,1
12401,Dollar a Second,5.00,N/A,1
12402,Dream House TV Home Game,5.50,N/A,1
12403,Hurry Up,5.23,N/A,13
12404,The Cotton Kingdom,N/A,N/A,N/A
12405,Corso Cannelloni,6.19,N/A,8
12406,Wahlk(r)ampf,5.00,N/A,1
12407,Grand River,N/A,N/A,N/A
12408,Chit Chat,5.86,N/A,5
12409,Camp Granada,2.33,N/A,3
12410,Think-a-tron,5.50,N/A,2
12411,Kooky Carnival,5.94,N/A,5
12412,Gingerbread Man Game,4.65,N/A,2
12413,Divorce,4.00,N/A,1
12415,Star Wars: The Adventures of R2-D2,3.50,N/A,15
12416,Babar: The King of the Elephants,4.00,N/A,2
12417,Black Monday,N/A,N/A,N/A
12418,Vanilla Ice Electronic RAP Game,3.75,N/A,4
12419,One False Step Home,6.69,5.540,33
12421,Split Deck Playing Cards,6.00,N/A,1
12424,Daring Eagle,4.64,N/A,25
12425,Mission Command Card Game,5.38,N/A,8
12426,Peter Rabbit's Race Game,5.10,N/A,10
12427,Trekkie Trivia,6.00,N/A,1
12428,All Ears,5.05,N/A,2
12429,Struggle for Stalingrad,6.26,N/A,21
12430,Streetwise,N/A,N/A,N/A
12431,Risky Business,3.88,N/A,8
12432,Susi Spinne,6.09,N/A,9
12433,The VCR Quarterback Game,4.21,N/A,21
12434,Star Take,N/A,N/A,N/A
12435,Warhead,4.00,N/A,2
12437,Asia 1483,4.00,N/A,4
12438,At The Gates Of Moscow 1941,2.93,N/A,15
12439,Delta,4.85,N/A,5
12440,Alienz,5.05,N/A,20
12441,Trivial Pursuit Video: Star Trek Edition,5.00,N/A,5
12442,Trivial Pursuit Video: Film and TV Edition,2.33,N/A,3
12443,Trivial Pursuit Video: Sports Edition,2.67,N/A,3
12444,"Trivial Pursuit: Music Master Game, The Video Version (VHS)",2.50,N/A,2
12446,A Week with Mary and  Julep,1.00,N/A,1
12447,Snap,N/A,N/A,N/A
12448,Green Flag Racing,6.00,N/A,1
12449,Dark Passage,5.06,N/A,8
12450,Agri-hazard,4.00,N/A,1
12452,The Manager,4.46,N/A,13
12454,The HellGame: Extra Evil,7.28,5.637,76
12457,Chiromagica,8.00,N/A,1
12458,Atmosfear: The Card Game,6.86,N/A,16
12461,Munro Tabletop Hockey Game,6.00,N/A,3
12462,Adler Luftverteidigungsspiel,5.40,N/A,5
12463,Sea Battle,5.10,N/A,5
12464,Ultimate Backgammon,7.57,N/A,7
12465,"Bastogne: The Desperate Defense, December 1944",3.43,N/A,15
12466,Crazy Connections,6.33,N/A,3
12467,Mastermind44,5.74,N/A,21
12470,Groovy,4.64,N/A,11
12472,Legend of the Flying Canoe,5.70,N/A,5
12473,Wingy Crocodiles,N/A,N/A,N/A
12474,Flick A Ball,N/A,N/A,N/A
12476,Orcs & Trolls,6.00,N/A,21
12478,Battlegame Book 4: World War II,6.77,N/A,26
12479,Battlegame Book 5: Fighting Ships,6.34,N/A,25
12480,Power Blackout!,5.25,N/A,2
12481,Madam X,6.41,N/A,21
12482,Ogre Battlefields,7.52,5.614,58
12483,Taz-Mayhem,4.67,N/A,3
12484,Calcula,4.64,N/A,7
12485,The Triple Challenge Board Game,3.75,N/A,8
12486,Vinarius,6.00,N/A,1
12489,Formula Dé Circuits 34 & 35: Bahrain & Shanghai,7.64,5.819,155
12490,Atmosfear: The Soul Rangers,5.47,N/A,28
12497,TicTactics,5.00,N/A,2
12498,The Plaza!,N/A,N/A,N/A
12499,Schöne alte Spiele,5.57,N/A,7
12500,Automobile für die Welt,4.81,N/A,24
12502,Space Colony,4.00,N/A,2
12503,Southern Flank,4.75,N/A,6
12507,Pigasus,4.08,N/A,6
12508,Pippi Långstrump,3.00,N/A,5
12509,The Birding Game with Roger Tory Peterson,3.00,N/A,6
12510,The Olympiks,N/A,N/A,N/A
12512,Overlord - 6 juin 1944,6.06,N/A,17
12513,Disciples,5.12,N/A,4
12514,Schützt unseren Teich!,4.03,N/A,3
12515,Ultimate Quest,1.33,N/A,6
12516,Vice Versa,6.00,N/A,12
12517,Domicolor,4.10,N/A,10
12518,Tri-o Tri-x,5.33,N/A,3
12521,Moscou 1941: Aux portes du Kremlin,5.69,N/A,25
12523,Panzers in the Southeast,5.20,N/A,5
12524,QAR: Quick Armor Rules,5.83,N/A,3
12525,Sink the Tirpitz,4.00,N/A,4
12526,Guelfi e Ghibellini,4.00,N/A,5
12527,Dien Bien Phu,5.32,N/A,11
12528,The Second Galactic War,5.00,N/A,1
12529,Ebbets Field Pro Baseball Game,5.00,N/A,1
12530,A Fistfull of Miniatures,6.56,N/A,9
12531,WRDZ,7.50,N/A,2
12534,Pula,6.00,N/A,1
12535,Verzauberte Eulen,7.41,N/A,16
12536,Chekit,5.48,N/A,21
12537,Ogre Scenario Book 1,7.10,5.587,53
12542,Breakout,5.00,N/A,5
12543,Catan Card Game: Barbarians & Traders Upgrade Kit,7.06,5.979,409
12546,4th and Inches,4.00,N/A,1
12547,ABC Football,N/A,N/A,N/A
12548,Activator Roundball,N/A,N/A,N/A
12549,"Last Car, the Game of the Energy Crisis",3.00,N/A,1
12550,The Beanie Chase,2.00,N/A,1
12551,AJT Basketball,N/A,N/A,N/A
12552,All-Pro-Star Fighting,N/A,N/A,N/A
12553,Alley-Oop,5.50,N/A,1
12554,And the Pitch,N/A,N/A,N/A
12555,Arena Football,6.00,N/A,1
12556,ASG Pro Basketball,7.55,N/A,2
12557,APBA Basketball,3.34,N/A,27
12558,Baseball Challenge,6.22,N/A,9
12559,Baseball Classics Simulation,6.40,N/A,10
12560,Baseball Dreams,N/A,N/A,N/A
12561,Preference: The Game of Choice,N/A,N/A,N/A
12562,Sunrise of Victory,6.84,N/A,28
12563,Connect Capture,N/A,N/A,N/A
12564,Pensari,N/A,N/A,N/A
12565,Ginasta,5.00,N/A,2
12566,Head to Head,6.00,N/A,1
12569,Fletcher Pratt's Naval War Game,6.60,N/A,23
12570,Provopoli: Wem gehört die Stadt,5.55,N/A,10
12571,Drumlin,4.60,N/A,5
12572,Sperre,3.33,N/A,4
12573,Banca,5.67,N/A,3
12574,Images,6.23,N/A,15
12575,Heave The Heffers,3.83,N/A,6
12576,Houston In A Box,3.00,N/A,3
12578,Candy Land Card Game,3.40,N/A,5
12579,Turtle Picnic,4.40,N/A,5
12580,Arthur's Dominoes,4.00,N/A,1
12581,Barnyard Bingo,4.13,N/A,23
12582,High Gear,5.39,N/A,13
12583,Kursk 1943,6.12,N/A,20
12584,Cloak & Dagger,6.02,N/A,27
12585,Baptism of Fire,8.00,N/A,3
12586,Constellation,5.67,N/A,3
12587,Momox,5.70,N/A,10
12588,Asterix: The Board Game,5.80,N/A,10
12590,Golden Trivia Cards: Major League Baseball Edition,4.25,N/A,6
12591,Identidade Secreta,5.53,N/A,15
12592,Crystal Draughts,5.50,N/A,2
12593,Who's Your Daddy?,3.05,N/A,17
12594,Das Hessing Spiel,4.00,N/A,1
12595,Sirius,5.00,N/A,6
12596,Lascia o Raddoppia?,7.00,N/A,1
12597,Thunder on South Mountain,7.67,N/A,3
12598,In the Beginning,N/A,N/A,N/A
12602,Soccer Dice,4.29,N/A,7
12603,Spaß im Auto,4.75,N/A,8
12605,Knock Down,N/A,N/A,N/A
12606,Battle Boarding,1.00,N/A,1
12609,Ten Pin Poker,N/A,N/A,N/A
12610,The Right Moves,5.00,N/A,1
12611,DinGomino,5.24,N/A,5
12612,The Beverly Hillbillies Game,6.12,N/A,4
12613,Little Trackers,5.60,N/A,11
12614,Coloretto: The Extra Cards,6.81,5.771,223
12615,The Bobbsey Twins on the Farm,4.00,N/A,1
12617,6th Year Cwali,4.44,N/A,9
12618,Passports to the Planets,N/A,N/A,N/A
12619,Alice in Wonderland,5.00,N/A,3
12621,Bart Starr Quarterback Game,N/A,N/A,N/A
12625,The Creature From The Black Lagoon Mystery Game,5.00,N/A,2
12626,The Green Hornet Quick Switch Game,N/A,N/A,N/A
12628,True Dough Mania,5.43,N/A,7
12630,The Complete Brigadier,7.34,N/A,17
12636,High Trader,7.75,N/A,4
12637,X-Men: Crisis in the Danger Room,4.21,N/A,24
12639,Mighty Armies,6.79,N/A,24
12640,Super-Hirn,5.12,N/A,17
12641,Greenline: Chechnya,5.77,N/A,16
12643,Disguise,5.33,N/A,3
12644,Echelon,6.61,N/A,20
12645,Rave,4.00,N/A,6
12646,Acronymble,7.67,N/A,4
12647,Zorro,4.00,N/A,3
12648,Guerra Civil:  The Spanish Civil War – 1936-1939,6.79,N/A,14
12649,NFL-opoly,3.42,N/A,25
12650,Hookey,N/A,N/A,N/A
12651,DataFlow,6.67,N/A,3
12652,Hillbillies Comin' Round the Mountain,N/A,N/A,N/A
12653,Kegler Kings,4.00,N/A,1
12654,Negamco Pro Basketball Game,5.65,N/A,6
12655,Negamco Pro Hockey Game,5.00,N/A,8
12656,Peanuts to President,N/A,N/A,N/A
12657,Power Trip,5.00,N/A,12
12658,Pro Table Games Co.: Basketball,6.50,N/A,4
12659,The Rat Patrol Desert Combat Game,5.00,N/A,2
12660,Soap Time,N/A,N/A,N/A
12661,Town and Country Traffic,N/A,N/A,N/A
12662,To the Wolf's Lair!,6.90,N/A,23
12663,Bananadrama,6.29,N/A,12
12664,Krimo,5.00,N/A,2
12665,Blockbusters Gold Run Card Game,4.59,N/A,11
12666,Smokey,N/A,N/A,N/A
12667,Dirty Dice!,4.00,N/A,1
12668,Get Smart,N/A,N/A,N/A
12669,The Merry Game of Fibber McGee and the Wistful Vista Mystery,3.67,N/A,3
12670,Monopoly: Essex,4.10,N/A,10
12671,The Murray-Way States Game,N/A,N/A,N/A
12675,The Simpsons Group Photo,5.73,N/A,24
12677,High Bohn Plus,6.76,5.972,530
12678,Orient,7.00,N/A,1
12680,Al Parlamento,7.20,N/A,5
12682,Leap Frogs!,6.40,N/A,5
12684,Hägar the Horrible's Gløg Game,4.29,N/A,7
12685,Sphinx:  The Game of Ancient Egypt,5.00,N/A,2
12686,Welt der Abenteuer,6.39,N/A,22
12687,College Basketball,N/A,N/A,N/A
12688,Camel: The Game,3.43,N/A,6
12689,PSI The Clans,N/A,N/A,N/A
12690,Game Inventor's Kit,5.50,N/A,2
12693,Richard Petty Racing Trivia Game,4.27,N/A,3
12694,Brax,5.37,N/A,15
12695,Inspiration,6.25,N/A,13
12696,Watch Out: Discworld Board Game,5.33,N/A,3
12697,101 Dalmatians Game,5.75,N/A,8
12698,Stop 'N Tow,N/A,N/A,N/A
12700,Granny's Candies: The Delicious Game of Word Meanings,N/A,N/A,N/A
12701,Lewis Carroll's Chess Wordgame,5.50,N/A,2
12702,Game of Solomon,N/A,N/A,N/A
12703,Transpose,6.33,N/A,3
12704,Victory,5.57,N/A,15
12706,Moulin Rouge,3.61,N/A,14
12707,Around the World in 80 Days with Michael Palin,4.50,N/A,6
12708,Conquer Everest,6.62,N/A,20
12709,The Enterprise Game,5.00,N/A,2
12710,Murder Mystery Party: Death in St James' Park,5.00,N/A,4
12711,Quaak!,3.43,N/A,15
12712,The News from the BBC,4.19,N/A,8
12713,Reminiscing: The Game for People Who Remember The Beatles,4.25,N/A,4
12714,CD Adventure: Search for the Lost City,5.50,N/A,13
12716,isolo,N/A,N/A,N/A
12718,Shipwreck!,7.74,N/A,27
12719,"The Battle of Camden, S.C.",7.00,N/A,3
12721,The Great Armadillo Race,3.00,N/A,1
12722,Galactic War,4.64,N/A,11
12723,Battle for the Bayous: The New Orleans Campaign,5.78,N/A,9
12725,"Win, Place & Show Great Thoroughbreds 1860's-1910's",6.93,N/A,12
12726,ABC Song Game,4.00,N/A,1
12727,Baa Baa Black Sheep,4.00,N/A,3
12728,Row Row Row Your Boat,5.07,N/A,7
12729,The Cat And The Fiddle,4.50,N/A,2
12730,Chatitude,3.00,N/A,1
12731,The IRS Game,N/A,N/A,N/A
12732,Car Travel Game,3.75,N/A,4
12733,Arc of Fire,7.53,N/A,19
12734,The Battle of Chickamauga,7.33,N/A,3
12735,Stockbroker,5.95,N/A,10
12737,Goofy Golf Machine,5.90,N/A,23
12739,The Australian Football Game,5.50,N/A,2
12740,Chicken Soup for the Kid's Soul,6.66,N/A,1
12741,Six Degrees of Kevin Bacon,4.25,N/A,20
12742,Flimflam,4.20,N/A,2
12743,The Battle of Helm's Deep,6.46,N/A,27
12744,Don't Tip the Waiter,4.97,N/A,17
12745,Teetotum,2.25,N/A,2
12748,Catskills,5.00,N/A,2
12751,007,5.33,N/A,3
12752,Basic Fighter Combat Manual,4.83,N/A,3
12753,The Bunny Rabbit Game,5.50,N/A,2
12754,Geronimo,4.50,N/A,5
12755,The Gray Ghost,N/A,N/A,N/A
12757,Let's Play Baseball,N/A,N/A,N/A
12758,Main Street Baseball,N/A,N/A,N/A
12759,Battle for McKensie II,N/A,N/A,N/A
12760,Blood Master,5.88,N/A,20
12762,Sex and the City Trivia Game,4.14,N/A,18
12765,Presidential Election,6.25,N/A,14
12767,Basatiin al Djabriin,N/A,N/A,N/A
12768,Caraci: Das Testament,6.00,N/A,1
12769,Lizzie McGuire Flash Talk Game,N/A,N/A,N/A
12770,KISS Trivia Game,6.00,N/A,3
12771,Scooby-doo! Trivia Game,5.00,N/A,2
12773,Jamie Swise Mystery Games: Murder at the Mission,6.00,N/A,1
12774,Jamie Swise Mystery Games: The Three-Ring Murder,7.00,N/A,1
12775,Zulu: Naka,5.17,N/A,6
12776,Dragonchess,6.25,N/A,27
12777,Wineopoly,4.54,N/A,13
12778,WineLovers' Challenge,3.00,N/A,1
12779,Operation Brain Surgery,4.89,N/A,19
12780,StoryTime Game with Mother Goose,N/A,N/A,N/A
12782,Spin the Beetle Board Game,2.00,N/A,1
12783,Throw Me a Bone,5.50,N/A,7
12784,Twister Moves,3.95,N/A,29
12785,The Fairly Odd Parents Game,5.00,N/A,4
12786,Cascade,6.17,N/A,6
12787,BBC Match Of The Day: Football Trivia,2.00,N/A,3
12789,Adventures in Toothland,N/A,N/A,N/A
12790,Scourge of God,5.40,N/A,10
12791,Electric Short Circuit,N/A,N/A,N/A
12792,Simulated Inter-hemispheric Naval Combat (SINC),5.00,N/A,3
12793,Watergate,N/A,N/A,N/A
12794,Baseball Manager,6.67,N/A,3
12796,The World's Greatest Baseball Game,5.87,N/A,3
12797,Big Play Football,8.00,N/A,1
12798,BOB-Ball Pro Dice Basketball,N/A,N/A,N/A
12799,Boss Man Baseball,5.25,N/A,2
12800,Calcu-Ball,N/A,N/A,N/A
12801,Clubhouse Baseball,5.73,N/A,10
12802,Fast Break,6.80,N/A,5
12803,Goal! College/Pro Football Greats,6.00,N/A,3
12804,Homecourt Tennis,6.00,N/A,1
12805,Kerstetter's Football,6.00,N/A,2
12806,Mythical Basketball Championship,N/A,N/A,N/A
12807,Realstat Basketball,4.00,N/A,1
12808,Realstat Football,4.00,N/A,1
12809,Rivalries,N/A,N/A,N/A
12810,Solitaire Pro Football,7.10,N/A,5
12811,Strat-O-Matic College Football,6.46,N/A,27
12812,Top Ten College Basketball,6.67,N/A,6
12813,Ultimate College Basketball,7.07,N/A,7
12814,Moon Flight,5.00,N/A,1
12815,TSG I: Pro Football,6.50,N/A,2
12816,The Banana Splits Game,N/A,N/A,N/A
12817,Eloping!,N/A,N/A,N/A
12818,Cubilete,5.44,N/A,8
12820,Billionaire,5.39,N/A,9
12821,Oh Nuts!,7.13,N/A,3
12823,Harry Potter: Adventure Through Hogwarts Castle 3D Game,5.86,N/A,17
12824,Barbie Enchanted 3-D Game,N/A,N/A,N/A
12825,Rugrats: Lookie! Cookies! 3-D Balancing Game,N/A,N/A,N/A
12827,Mary-Kate and Ashley Friendship Connection,2.00,N/A,3
12831,Goofin' Around with Goofy,N/A,N/A,N/A
12833,Dinner Games: Til Death Do Us Part,N/A,N/A,N/A
12834,Go Shop!,N/A,N/A,N/A
12835,Flip 4,4.75,N/A,6
12836,Memo-Lingo: Animals and Their Young,N/A,N/A,N/A
12837,Hedgehog's Revenge,3.00,N/A,22
12838,Conquest of the Pacific,7.08,N/A,14
12839,Operation Barbarossa,6.84,N/A,5
12840,Synapse,4.67,N/A,3
12841,Space Opera,5.95,N/A,10
12842,Zort!,5.50,N/A,1
12843,Amazement,N/A,N/A,N/A
12845,The Land Before Time: Great Valley Game,4.00,N/A,2
12847,Stops: Canadian Edition,4.00,N/A,1
12849,World Dash,5.92,N/A,3
12850,Starship Tycoons,5.33,N/A,7
12851,Battle for Bataan,4.58,N/A,6
12852,Escape of the Goeben,7.10,N/A,5
12853,Operation Typhoon,7.11,N/A,8
12854,Sniper Attack,7.14,N/A,7
12855,Mountain Climb,4.58,N/A,13
12856,Shove Ha'penny,5.94,N/A,28
12857,La Bataille de York 1813,5.50,N/A,2
12858,Monster Speziale,6.75,N/A,4
12859,Schatzjagd,5.29,N/A,19
12860,Wishbone Card Game,5.00,N/A,1
12861,Skicker Football,3.00,N/A,1
12862,Gess,6.21,N/A,12
12863,InnerVision,6.00,N/A,2
12864,Dimensions,7.00,N/A,1
12865,Word Play,3.32,N/A,5
12866,Chequero,5.00,N/A,1
12867,Haunted House,6.05,N/A,11
12868,Buzz Game: A Honey of a Game,N/A,N/A,N/A
12869,9-Way Tic Tac Toe,5.50,N/A,4
12871,Neander Zoff,5.09,N/A,11
12872,Tatü-Tata!,5.91,N/A,11
